	Method 1: Energy consumption								
	Emissions =  Total energy consumption (fuel, electricity)  x  Emission Factors (fuel, electricity)								
		Scope	Car	Car	Van	Van	Includes		
			Plug-in Hybrid Electric Vehicle	Battery Electric Vehicle	Plug-in Hybrid Electric Vehicle	Battery Electric Vehicle			
	Fuels	Scope 1	YES	NO	YES	NO	Scope 1 emissions from use of petrol or diesel.		
	WTT- fuels	Scope 3	YES	NO	YES	NO	WTT Scope 3 emissions from use of petrol and diesel.		
	UK Electricity	Scope 2	YES	YES	YES	YES	Scope 2 emissions from use of electricity.		
	Transmission and distribution	Scope 3	YES	YES	YES	YES	Scope 3 emissions from T&D losses from use of electricity.		
	WTT- UK & overseas elec	Scope 3	YES	YES	YES	YES	Scope 3 emissions from WTT emissions from use of electricity.		
	Method 2: Generic vehicle emission factors								
	Emissions =  Total activity for vehicle category (in km, miles or tonne-km)  x  Emission Factor								
	Note: the emission factors already account for the average share of driving using electricity or conventional fuel for plug-in hybrid electric vehicles, so the total number of km / miles / tonne-km should be used in calculations.								
	Sum of elements:      A + C   OR  B + C								
		Scope	Car	Car	Van	Van	Includes		
			Plug-in Hybrid Electric Vehicle	Battery Electric Vehicle	Plug-in Hybrid Electric Vehicle	Battery Electric Vehicle			
A	Passenger vehicles	Scope 1	YES	NO			Only Scope 1 emissions from petrol or diesel use.		
A	Delivery vehicles	Scope 1			YES	NO	Only Scope 1 emissions from petrol or diesel use.		
A	UK electricity for EVs	Scope 2	YES	YES	YES	YES	Only Scope 2 emissions from electricity use.		
A	UK electricity T&D for EVs	Scope 3	YES	YES	YES	YES	Only Scope 3 emissions from electricity T&D losses.		
	OR								
B	Business travel- land	Scope 3	YES	YES			Sum of Scope 1 and Scope 2, plus Scope 3 electricity T&D losses.		
B	Freighting goods	Scope 3			YES	YES	Sum of Scope 1 and Scope 2, plus Scope 3 electricity T&D losses.		
B	Managed assets- vehicles	Scope 3	YES	YES	YES	YES	Sum of Scope 1 and Scope 2, plus Scope 3 electricity T&D losses.		
	AND								
C	WTT- pass vehs & travel- land	Scope 3	YES	YES			Only Scope 3 WTT emissions (all fuel types, electricity)		
C	WTT- delivery vehs & freight	Scope 3			YES	YES	Only Scope 3 WTT emissions (all fuel types, electricity)		
	Example: 
Company B wants to report on its Scope 1 fuel emissions from a large PHEV car (if the car model is known, the market and size can be checked from the table in the Methodology Paper):								
	Situation A) 
Company B has data in fuel (in litres) and electricity (kWh) consumed, the ‘fuels’ and 'UK electricity' conversion factors should be applied, which provide more accurate emissions results. 
